age_category,education_level,it_experience,email_frequency,security_training_prior,personality_extraversion,personality_agreeableness,personality_conscientiousness,personality_neuroticism,personality_openness,pre_security_engagement,pre_security_attentiveness,pre_security_resistance,pre_security_concern,pre_security_attitude_total,knowledge_total,proficiency,class_phish_accuracy,class_nophish_accuracy
3.0,2.0,2.0,3.0,0.0,1.262284530725026,0.5950157710852313,-1.0558166901800998,-0.7843219909023074,-1.8001608565063307,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,-1.2649802998508461,0.166666666666667,0.8
2.0,2.0,2.0,3.0,0.0,-0.7089543254756996,0.5950157710852313,0.8118866272764214,0.554637015197139,-0.10569751818018822,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,0.6346402580838095,0.666666666666667,1.0
1.0,2.0,2.0,3.0,0.0,0.27666510262466326,0.03901742761214643,0.1893188547909143,0.554637015197139,-1.23533974373095,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,0.7265573818548415,0.5,1.0
2.0,2.0,2.0,3.0,0.0,0.7694748166748446,0.03901742761214643,0.1893188547909143,-0.33800232220249193,0.4591235945951926,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,-0.13133577334145496,0.5,0.714285714285714
2.0,2.0,2.0,3.0,0.0,-0.7089543254756996,-1.0729792593340233,-0.4332489176945928,1.0009566838969546,1.0239447073705734,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,-0.13133577334145496,0.833333333333333,0.833333333333333
2.0,1.0,2.0,3.0,0.0,0.27666510262466326,1.707012458031401,-0.4332489176945928,-1.6769613283019382,-0.6705186309555691,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,1.553811495794127,0.833333333333333,0.714285714285714
2.0,2.0,2.0,3.0,0.0,-1.201764039525881,-1.0729792593340233,-0.4332489176945928,0.554637015197139,0.4591235945951926,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,-0.5602823509396027,0.833333333333333,0.5
3.0,2.0,2.0,3.0,0.0,1.7550942447752076,-0.5169809158609384,-0.4332489176945928,1.44727635259677,1.5887658201459542,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,0.6346402580838095,1.0,1.0
1.0,2.0,2.0,3.0,0.0,0.27666510262466326,1.1510141145583161,-0.4332489176945928,-0.7843219909023074,-0.10569751818018822,0.0,0.0,0.0,0.0,0.0,-1.4980972271563089,0.021859432943597944,0.5,1.0
2.0,2.0,2.0,3.0,0.0,0.7694748166748446,-2.184975946280193,-0.4332489176945928,1.0009566838969546,0.4591235945951926,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,-1.0505070110517725,0.333333333333333,0.857142857142857
2.0,2.0,2.0,3.0,0.0,-1.6945737535760625,-2.184975946280193,-0.4332489176945928,1.8935960212965854,-2.3649819692817116,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,0.6346402580838095,0.833333333333333,0.833333333333333
1.0,2.0,2.0,3.0,0.0,-0.2161446114255182,-0.5169809158609384,0.8118866272764214,0.10831734649732354,-1.8001608565063307,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,-0.10069673208444395,1.0,0.8
3.0,2.0,2.0,3.0,0.0,-0.7089543254756996,-1.0729792593340233,-1.6783844626656068,-1.2306416596021228,-1.8001608565063307,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,-0.3764481033975398,0.333333333333333,1.0
4.0,2.0,2.0,3.0,0.0,-1.201764039525881,-0.5169809158609384,-0.4332489176945928,0.554637015197139,-1.23533974373095,0.0,0.0,0.0,0.0,0.0,-1.4980972271563089,-0.6521994747106347,0.833333333333333,1.0
2.0,2.0,2.0,3.0,0.0,2.247903958825389,1.707012458031401,0.1893188547909143,-1.2306416596021228,1.5887658201459542,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,0.6652792993408205,0.833333333333333,1.0
2.0,2.0,2.0,3.0,0.0,1.7550942447752076,0.5950157710852313,-0.4332489176945928,-0.33800232220249193,-1.23533974373095,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,-0.9892289285377515,0.666666666666667,0.833333333333333
2.0,2.0,2.0,3.0,0.0,1.262284530725026,0.5950157710852313,0.1893188547909143,-0.33800232220249193,-0.6705186309555691,0.0,0.0,0.0,0.0,0.0,-2.723813140284198,-1.877761124991058,0.666666666666667,1.0
3.0,2.0,2.0,3.0,0.0,-1.6945737535760625,0.5950157710852313,1.4344543997619283,1.8935960212965854,-2.9298030820570924,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,0.14441559797163983,0.666666666666667,1.0
4.0,2.0,2.0,3.0,0.0,1.7550942447752076,-1.6289776028071081,-1.0558166901800998,-0.33800232220249193,-0.6705186309555691,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,-0.43772618591156076,0.5,0.857142857142857
3.0,2.0,2.0,3.0,0.0,-1.201764039525881,0.5950157710852313,0.8118866272764214,1.0009566838969546,1.0239447073705734,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,1.0942258769389683,0.5,1.0
1.0,2.0,2.0,3.0,0.0,-0.7089543254756996,-1.6289776028071081,-0.4332489176945928,1.44727635259677,-0.6705186309555691,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,2.4423436922474333,1.0,1.0
2.0,2.0,2.0,3.0,0.0,0.27666510262466326,1.1510141145583161,-0.4332489176945928,-0.7843219909023074,0.4591235945951926,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,0.5733621755697886,0.833333333333333,1.0
2.0,2.0,2.0,3.0,0.0,-1.201764039525881,-0.5169809158609384,-1.6783844626656068,-0.7843219909023074,-1.8001608565063307,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,2.0746751971633066,1.0,1.0
3.0,2.0,2.0,3.0,0.0,0.27666510262466326,0.5950157710852313,0.1893188547909143,0.10831734649732354,1.0239447073705734,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,0.42016696928473574,1.0,0.833333333333333
4.0,2.0,2.0,3.0,0.0,2.247903958825389,1.707012458031401,-0.4332489176945928,-1.6769613283019382,1.5887658201459542,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,0.3895279280277247,0.666666666666667,1.0
2.0,2.0,2.0,3.0,0.0,1.7550942447752076,0.5950157710852313,-0.4332489176945928,-0.7843219909023074,-0.10569751818018822,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,-0.9892289285377515,0.5,1.0
5.0,2.0,2.0,3.0,0.0,0.27666510262466326,0.5950157710852313,0.1893188547909143,-0.33800232220249193,-0.6705186309555691,0.0,0.0,0.0,0.0,0.0,-1.4980972271563089,-1.3875364648788893,0.666666666666667,1.0
2.0,2.0,2.0,3.0,0.0,1.7550942447752076,1.1510141145583161,-1.0558166901800998,-1.2306416596021228,1.0239447073705734,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,0.32824984551370373,0.5,1.0
4.0,2.0,2.0,3.0,0.0,-0.7089543254756996,-1.6289776028071081,-0.4332489176945928,1.0009566838969546,-0.6705186309555691,0.0,0.0,0.0,0.0,0.0,-1.4980972271563089,-0.9585898872807405,0.333333333333333,1.0
4.0,2.0,2.0,3.0,0.0,0.27666510262466326,1.1510141145583161,0.8118866272764214,0.554637015197139,-0.10569751818018822,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,-0.13133577334145496,0.833333333333333,0.833333333333333
3.0,2.0,2.0,3.0,0.0,0.27666510262466326,1.707012458031401,-0.4332489176945928,-1.6769613283019382,-0.6705186309555691,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,1.2167820419670101,0.166666666666667,1.0
1.0,2.0,2.0,3.0,0.0,0.7694748166748446,1.1510141145583161,2.0570221722474353,1.44727635259677,-0.10569751818018822,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,-2.1535124963041534,0.5,1.0
2.0,2.0,2.0,3.0,0.0,-1.6945737535760625,-1.0729792593340233,0.1893188547909143,1.44727635259677,-0.10569751818018822,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,2.5342608160184654,1.0,0.8
3.0,2.0,2.0,3.0,0.0,-1.6945737535760625,-1.6289776028071081,0.1893188547909143,1.8935960212965854,-1.8001608565063307,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,-1.3568974236218783,0.5,0.714285714285714
4.0,2.0,2.0,3.0,0.0,1.7550942447752076,0.5950157710852313,-1.0558166901800998,-1.6769613283019382,1.5887658201459542,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,0.29761080425669273,0.666666666666667,1.0
2.0,2.0,2.0,3.0,0.0,0.27666510262466326,1.1510141145583161,-0.4332489176945928,-0.33800232220249193,-0.10569751818018822,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,-0.4683652271685718,0.666666666666667,0.857142857142857
2.0,2.0,2.0,3.0,0.0,-1.6945737535760625,0.03901742761214643,1.4344543997619283,1.8935960212965854,0.4591235945951926,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,1.4006162895090741,1.0,1.0
3.0,2.0,2.0,3.0,0.0,-0.2161446114255182,0.5950157710852313,0.8118866272764214,0.10831734649732354,-0.6705186309555691,0.0,0.0,0.0,0.0,0.0,-1.4980972271563089,-0.10069673208444395,0.666666666666667,1.0
2.0,2.0,2.0,3.0,0.0,0.27666510262466326,-1.0729792593340233,0.1893188547909143,1.0009566838969546,-0.6705186309555691,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,0.5427231343127776,0.833333333333333,0.857142857142857
3.0,2.0,2.0,3.0,0.0,-0.2161446114255182,-0.5169809158609384,0.8118866272764214,0.554637015197139,-1.23533974373095,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,0.29761080425669273,0.666666666666667,1.0
3.0,2.0,2.0,3.0,0.0,0.27666510262466326,-0.5169809158609384,-1.6783844626656068,-1.2306416596021228,-0.10569751818018822,0.0,0.0,0.0,0.0,0.0,-2.723813140284198,-1.3875364648788893,0.5,0.8
2.0,2.0,2.0,3.0,0.0,-0.2161446114255182,-1.6289776028071081,0.1893188547909143,1.0009566838969546,-0.6705186309555691,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,-0.28453097962650786,0.5,1.0
1.0,2.0,2.0,3.0,0.0,-0.2161446114255182,0.03901742761214643,1.4344543997619283,1.0009566838969546,1.5887658201459542,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,-1.908400166248069,0.333333333333333,0.666666666666667
1.0,2.0,2.0,3.0,0.0,0.27666510262466326,0.5950157710852313,2.0570221722474353,0.554637015197139,-0.10569751818018822,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,-1.2343412585938363,0.5,1.0
2.0,2.0,2.0,3.0,0.0,1.262284530725026,1.1510141145583161,0.1893188547909143,-0.7843219909023074,-1.23533974373095,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,-0.40708714465454976,0.833333333333333,1.0
2.0,2.0,2.0,3.0,0.0,-1.201764039525881,-0.5169809158609384,-1.0558166901800998,0.10831734649732354,-0.6705186309555691,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,1.2780601244810321,1.0,1.0
2.0,2.0,2.0,3.0,0.0,-0.7089543254756996,0.03901742761214643,0.8118866272764214,1.0009566838969546,0.4591235945951926,0.0,0.0,0.0,0.0,0.0,-1.4980972271563089,-1.1730631760798143,0.666666666666667,0.8
2.0,2.0,2.0,3.0,0.0,0.27666510262466326,0.03901742761214643,-0.4332489176945928,-0.33800232220249193,-0.6705186309555691,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,1.645728619565159,0.666666666666667,1.0
3.0,2.0,2.0,3.0,0.0,0.27666510262466326,-1.6289776028071081,-0.4332489176945928,1.0009566838969546,0.4591235945951926,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,0.5427231343127776,0.833333333333333,1.0
2.0,2.0,2.0,3.0,0.0,0.7694748166748446,-0.5169809158609384,0.1893188547909143,-0.33800232220249193,-1.23533974373095,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,1.7989238258502118,0.666666666666667,1.0
1.0,2.0,2.0,3.0,0.0,0.27666510262466326,0.03901742761214643,-0.4332489176945928,-1.2306416596021228,-0.10569751818018822,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,-0.7747556397386776,0.5,1.0
2.0,2.0,2.0,3.0,0.0,-1.6945737535760625,-2.184975946280193,-2.300952235151114,-1.6769613283019382,-0.10569751818018822,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,0.9103916293969043,0.833333333333333,0.8
1.0,2.0,2.0,3.0,0.0,0.7694748166748446,-0.5169809158609384,0.8118866272764214,0.554637015197139,-0.6705186309555691,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,-1.6326487949349735,0.666666666666667,0.666666666666667
2.0,2.0,2.0,3.0,0.0,-0.7089543254756996,0.5950157710852313,-0.4332489176945928,-1.2306416596021228,1.0239447073705734,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,0.23633272174267178,0.5,1.0
3.0,2.0,2.0,3.0,0.0,-1.201764039525881,-0.5169809158609384,-1.6783844626656068,-0.7843219909023074,-0.6705186309555691,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,1.2780601244810321,0.666666666666667,1.0
3.0,2.0,2.0,3.0,0.0,0.7694748166748446,1.1510141145583161,1.4344543997619283,0.10831734649732354,-0.10569751818018822,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,-0.6521994747106347,0.5,1.0
5.0,2.0,2.0,3.0,0.0,-1.201764039525881,-2.740974289753278,-0.4332489176945928,1.8935960212965854,-0.6705186309555691,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,0.021859432943597944,0.833333333333333,0.857142857142857
5.0,2.0,2.0,3.0,0.0,-0.7089543254756996,-2.184975946280193,-2.300952235151114,-0.7843219909023074,0.4591235945951926,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,-1.510092629906931,0.833333333333333,0.833333333333333
3.0,2.0,2.0,3.0,0.0,-1.6945737535760625,-0.5169809158609384,0.8118866272764214,1.0009566838969546,1.5887658201459542,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,0.6346402580838095,1.0,0.857142857142857
1.0,2.0,2.0,3.0,0.0,-0.7089543254756996,-1.0729792593340233,-0.4332489176945928,0.554637015197139,-0.6705186309555691,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,-0.4683652271685718,0.833333333333333,0.857142857142857
1.0,2.0,2.0,3.0,0.0,0.7694748166748446,0.03901742761214643,1.4344543997619283,1.0009566838969546,1.0239447073705734,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,-0.039418649570423,0.666666666666667,1.0
3.0,2.0,2.0,3.0,0.0,0.27666510262466326,0.5950157710852313,1.4344543997619283,1.44727635259677,-1.23533974373095,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,-1.1730631760798143,0.333333333333333,0.833333333333333
4.0,2.0,2.0,3.0,0.0,1.262284530725026,0.03901742761214643,-1.6783844626656068,-1.2306416596021228,1.0239447073705734,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,-0.5602823509396027,0.833333333333333,1.0
2.0,2.0,2.0,3.0,0.0,-0.7089543254756996,1.1510141145583161,0.8118866272764214,0.554637015197139,1.5887658201459542,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,0.42016696928473574,0.5,1.0
2.0,2.0,2.0,3.0,0.0,0.27666510262466326,0.5950157710852313,1.4344543997619283,1.8935960212965854,0.4591235945951926,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,-0.07005769082743402,0.666666666666667,0.666666666666667
4.0,1.0,2.0,3.0,0.0,-1.201764039525881,-0.5169809158609384,0.1893188547909143,1.8935960212965854,0.4591235945951926,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,1.4006162895090741,0.833333333333333,1.0
3.0,2.0,2.0,3.0,0.0,-0.2161446114255182,-0.5169809158609384,-1.6783844626656068,-0.7843219909023074,-1.23533974373095,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,0.6959183405978305,0.5,1.0
2.0,2.0,2.0,3.0,0.0,-1.6945737535760625,0.03901742761214643,2.0570221722474353,1.8935960212965854,-2.3649819692817116,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,0.4508060105417456,0.833333333333333,0.833333333333333
1.0,2.0,2.0,3.0,0.0,0.27666510262466326,0.5950157710852313,1.4344543997619283,0.554637015197139,1.0239447073705734,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,1.2474210832240211,1.0,1.0
4.0,2.0,2.0,3.0,0.0,-1.201764039525881,1.1510141145583161,0.1893188547909143,-1.2306416596021228,-0.6705186309555691,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,0.8797525881398944,0.833333333333333,0.666666666666667
1.0,2.0,2.0,3.0,0.0,1.262284530725026,-1.6289776028071081,-2.300952235151114,-1.6769613283019382,-2.3649819692817116,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,0.8797525881398944,1.0,1.0
1.0,2.0,2.0,3.0,0.0,1.262284530725026,-0.5169809158609384,-0.4332489176945928,-0.7843219909023074,-0.6705186309555691,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,-0.8973118047667195,0.5,0.833333333333333
3.0,2.0,2.0,3.0,0.0,0.27666510262466326,0.03901742761214643,-0.4332489176945928,-0.7843219909023074,-2.3649819692817116,0.0,0.0,0.0,0.0,0.0,-1.4980972271563089,0.021859432943597944,1.0,1.0
2.0,2.0,2.0,3.0,0.0,-1.6945737535760625,-0.5169809158609384,0.1893188547909143,1.0009566838969546,-0.10569751818018822,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,-0.40708714465454976,0.666666666666667,1.0
2.0,2.0,2.0,3.0,0.0,0.7694748166748446,1.707012458031401,0.1893188547909143,-1.2306416596021228,1.0239447073705734,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,1.2474210832240211,0.833333333333333,1.0
2.0,2.0,2.0,3.0,0.0,0.27666510262466326,0.03901742761214643,0.1893188547909143,-0.33800232220249193,1.5887658201459542,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,1.3086991657380422,0.833333333333333,1.0
1.0,2.0,2.0,3.0,0.0,0.27666510262466326,-0.5169809158609384,1.4344543997619283,1.44727635259677,1.0239447073705734,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,-0.5296433096825928,0.333333333333333,1.0
1.0,2.0,2.0,3.0,0.0,-0.7089543254756996,0.03901742761214643,0.1893188547909143,0.554637015197139,-0.6705186309555691,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,-0.13133577334145496,0.833333333333333,1.0
2.0,2.0,2.0,3.0,0.0,0.27666510262466326,0.03901742761214643,0.1893188547909143,0.10831734649732354,0.4591235945951926,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,0.32824984551370373,0.5,1.0
1.0,2.0,2.0,3.0,0.0,-0.2161446114255182,0.03901742761214643,1.4344543997619283,1.44727635259677,1.0239447073705734,0.0,0.0,0.0,0.0,0.0,-1.4980972271563089,-1.2037022173368253,0.5,1.0
4.0,2.0,2.0,3.0,0.0,0.7694748166748446,-0.5169809158609384,0.1893188547909143,0.554637015197139,-0.10569751818018822,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,0.6346402580838095,0.5,1.0
2.0,2.0,2.0,3.0,0.0,-0.2161446114255182,0.03901742761214643,0.1893188547909143,-0.7843219909023074,-0.6705186309555691,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,0.8797525881398944,0.5,1.0
3.0,2.0,2.0,3.0,0.0,-0.7089543254756996,0.5950157710852313,0.1893188547909143,0.10831734649732354,-0.6705186309555691,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,1.2474210832240211,1.0,1.0
4.0,2.0,2.0,3.0,0.0,-0.2161446114255182,1.1510141145583161,0.1893188547909143,-0.7843219909023074,0.4591235945951926,0.0,0.0,0.0,0.0,0.0,0.9533345990994703,-1.0811460523087835,0.5,0.8
3.0,2.0,2.0,3.0,0.0,-1.6945737535760625,-0.5169809158609384,0.8118866272764214,0.10831734649732354,-0.6705186309555691,0.0,0.0,0.0,0.0,0.0,-0.2723813140284189,-0.4683652271685718,0.666666666666667,1.0
